#commodity_name	kg	m3	LDM	LU	m2	AU	price
Article_6316	0.00425	2.9782E-06	1.2206E-06	0.0005	2.7075E-05	1	1
Article_6317	0.3	0.00912	0.0013333333	0.01	0.0096	1	0.62
Article_6318	0.0046571429	1.07143E-05	1.4392E-06	0.0007142857	5.35714E-05	1	6.97
Article_6319	17.5833333333	0.099	0.0145299145	0.0833333333	0.1	1	151.44
Article_6320	0.258	0.001646568	0.0008333333	0.025	0.0058806	1	0.46
Article_6321	0.3514285714	0.000470448	7.93651E-05	0.0071428571	0.0016801714	1	0.23
Article_6322	0.0090666667	6.7575E-05	1.78197E-05	0.0033333333	0.000255	1	1
Article_6323	0.3495454545	0.0032727273	0.0004545455	0.0045454545	0.0043636364	1	667
Article_6324	0.3514285714	0.000470448	7.93651E-05	0.0071428571	0.0016801714	1	0.23
Article_6325	0.258	0.001646568	0.0008333333	0.025	0.0058806	1	0.46
Article_6326	0.0645	0.00048	0.000125	0.02	0.0024	1	1.46
Article_6327	1.042	0.0144	0.002	0.02	0.0192	1	6689
Article_6328	0.0645	0.00048	0.000125	0.02	0.0024	1	1.55
Article_6329	0.3	0.00912	0.0013333333	0.01	0.0096	1	0.62
Article_6330	0.3088571429	0.003848631	0.0005451339	0.003968254	0.0040511905	1	0.66
Article_6331	0.258	0.001646568	0.0008333333	0.025	0.0058806	1	0.46
Article_6332	0.6126666667	0.0096	0.0013333333	0.0133333333	0.0128	1	2353
Article_6333	0.1217714286	0.0006857143	0.0001785714	0.0285714286	0.0034285714	1	0.7
Article_6334	0.6236666667	0.013629	0.0041975309	0.0833333333	0.048675	1	1.38
Article_6335	1.1725	0.01785	0.0053125	0.025	0.0255	1	1602
Article_6336	0.3495454545	0.0032727273	0.0004545455	0.0045454545	0.0043636364	1	667
Article_6337	0.3088571429	0.003848631	0.0005451339	0.003968254	0.0040511905	1	0.66
Article_6338	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6339	0.0046571429	1.07143E-05	1.4392E-06	0.0007142857	5.35714E-05	1	6.3
Article_6340	9.1	0.05475	0.0081730769	0.0625	0.075	1	20.4
Article_6341	0.1455	0.00555	0.00125	0.0125	0.012	1	5.46
Article_6342	8.080952381	0.0886857143	0.0134920635	0.0476190476	0.0914285714	1	6.12
Article_6343	0.6236666667	0.013629	0.0041975309	0.0833333333	0.048675	1	1.38
Article_6344	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6345	0.78	0.004923072	0.0012592593	0.1	0.0175824	1	4.47
Article_6346	0.6236666667	0.013629	0.0041975309	0.0833333333	0.048675	1	1.38
Article_6347	0.754	0.00672	0.0011111111	0.1	0.024	1	1
Article_6348	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6349	0.78	0.004923072	0.0012592593	0.1	0.0175824	1	4.47
Article_6350	9.3666666667	0.0584	0.0087179487	0.0666666667	0.08	1	21.82
Article_6351	0.6236666667	0.013629	0.0041975309	0.0833333333	0.048675	1	1.38
Article_6352	0.8641666667	0.0013266667	0.0002777778	0.0138888889	0.0013333333	1	4.47
Article_6353	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6354	5.4857142857	0.0312857143	0.0046703297	0.0357142857	0.0428571429	1	14.03
Article_6355	0.6236666667	0.013629	0.0041975309	0.0833333333	0.048675	1	1.38
Article_6356	1.0935	0.01785	0.0053125	0.025	0.0255	1	1948
Article_6357	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6358	12.3444444444	0.196	0.0581196581	0.0555555556	0.1333333333	1	5143
Article_6359	6.0890909091	0.054	0.0079254079	0.0454545455	0.0545454545	1	34.43
Article_6360	1.225	0.000286375	6.8438E-05	0.0166666667	0.0019091667	1	0.83
Article_6361	6.0890909091	0.054	0.0079254079	0.0454545455	0.0545454545	1	34.43
Article_6362	0.754	0.00672	0.0011111111	0.1	0.024	1	1
Article_6363	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6364	12.3444444444	0.196	0.0581196581	0.0555555556	0.1333333333	1	5143
Article_6365	3.47	0.0436363636	0.0064393939	0.0227272727	0.0436363636	1	8.79
Article_6366	0.0685714286	0.002001	0.0004260652	0.0071428571	0.0028585714	1	1
Article_6367	0.465	0.0036	0.0008333333	0.05	0.012	1	617
Article_6368	0.00512	6.552E-06	4.8921E-06	0.0002	2.34E-05	1	0.13
Article_6369	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6370	0.754	0.00672	0.0011111111	0.1	0.024	1	1
Article_6371	0.00512	7.942E-06	6.4762E-06	0.0002	2.888E-05	1	0.01
Article_6372	0.0279857143	8.03571E-05	4.49735E-05	0.005952381	0.0005357143	1	29.3333333333
Article_6373	0.754	0.00672	0.0011111111	0.1	0.024	1	1
Article_6374	0.6236666667	0.013629	0.0041975309	0.0833333333	0.048675	1	1.38
Article_6375	0.002104	1.856E-06	1.619E-06	0.0002	1.16E-05	1	1
Article_6376	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	45.42
Article_6377	18.8495833333	0.073125	0.0104938272	0.0416666667	0.075	1	1
Article_6378	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6379	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	45.42
Article_6380	2.095	0.0168	0.0027777778	0.25	0.06	1	1
Article_6381	18.8495833333	0.073125	0.0104938272	0.0416666667	0.075	1	1
Article_6382	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6383	2.095	0.0168	0.0027777778	0.25	0.06	1	1
Article_6384	0.42	0.00876	0.0016666667	0.05	0.024	1	1
Article_6385	1.225	0.000286375	6.8438E-05	0.0166666667	0.0019091667	1	0.83
Article_6386	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6387	12.1473684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6537.58
Article_6388	1.881	0.0168	0.0027777778	0.25	0.06	1	1
Article_6389	3.7875	0.07425	0.0108974359	0.0625	0.075	1	45.42
Article_6390	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6391	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	45.42
Article_6392	0.0021714286	5.04E-06	7.937E-07	0.0002857143	3.42857E-05	1	0.0263
Article_6393	0.850625	0.0056590909	0.000990676	0.0056818182	0.0068181818	1	4.98
Article_6394	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6395	0.002045	3.6E-06	8.333E-07	5E-05	1.2E-05	1	1.66
Article_6396	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	45.42
Article_6397	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6398	0.850625	0.0056590909	0.000990676	0.0056818182	0.0068181818	1	4.95
Article_6399	0.00025	1.2E-05	2.7778E-06	0.0001666667	4E-05	1	11.09
Article_6400	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6401	0.3066666667	0.0015	0.0003472222	0.0416666667	0.01	1	6.88
Article_6402	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	45.42
Article_6403	0.0808	0.00028917	6.66667E-05	0.004	0.0009639	1	1.18
Article_6404	13.1723684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	22612.52
Article_6405	2.775	0.0224	0.0037037037	0.3333333333	0.08	1	1
Article_6406	3.7875	0.07425	0.0108974359	0.0625	0.075	1	45.42
Article_6407	1.417	0.0036672	0.0005333333	0.004	0.00384	1	15.49
Article_6408	0.0076166667	4E-05	1.04167E-05	0.0016666667	0.0002	1	0.07
Article_6409	0.17	0.0046728	0.0016790123	0.04	0.023364	1	2.96
Article_6410	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6411	7.4083333333	0.0613125	0.0104938272	0.0416666667	0.068125	1	26.53
Article_6412	4.9222222222	0.0517333333	0.0078703704	0.0277777778	0.0533333333	1	6.75
Article_6413	0.17	0.0046728	0.0016790123	0.04	0.023364	1	2.96
Article_6414	0.00215625	2.625E-06	1.1161E-06	0.0003125	1.875E-05	1	1
Article_6415	9.675	0.1164	0.0177083333	0.0625	0.12	1	6.27
Article_6416	0.9396	0.01785	0.0053125	0.025	0.0255	1	2458
Article_6417	9.675	0.1164	0.0177083333	0.0625	0.12	1	6.27
Article_6418	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6419	11.8053684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6448.4
Article_6420	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6421	7.5783333333	0.0613125	0.0104938272	0.0416666667	0.068125	1	30.36
Article_6422	11.8003684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6315
Article_6423	0.74	0.00672	0.0011111111	0.1	0.024	1	1
Article_6424	0.0291538462	0.0002713846	4.2735E-05	0.0076923077	0.0018461538	1	1.94
Article_6425	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6426	7.5683333333	0.0613125	0.0104938272	0.0416666667	0.068125	1	26.55
Article_6427	11.8053684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6448.4
Article_6428	5.4875	0.0582	0.0088541667	0.03125	0.06	1	9.4
Article_6429	12.0963684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6463
Article_6430	1.35	0.01056	0.0016666667	0.1	0.048	1	1
Article_6431	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6432	0.1257285714	0.000470448	7.93651E-05	0.0071428571	0.0016801714	1	6.22
Article_6433	4.9222222222	0.0517333333	0.0078703704	0.0277777778	0.0533333333	1	6.75
Article_6434	0.0733333333	0.000896	0.0001481481	0.0066666667	0.0032	1	1
Article_6435	0.0733333333	0.000896	0.0001481481	0.0066666667	0.0032	1	1
Article_6436	0.1257285714	0.000470448	7.93651E-05	0.0071428571	0.0016801714	1	6.22
Article_6437	12.1473684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6463
Article_6438	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6439	0.7808333333	0.012	0.0020833333	0.0833333333	0.04	1	1.35
Article_6440	0.0010666667	1.2E-05	8.3333E-06	0.0003333333	4E-05	1	1
Article_6441	11.8703684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6615
Article_6442	4.9222222222	0.0517333333	0.0078703704	0.0277777778	0.0533333333	1	6.75
Article_6443	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6444	0.7298333333	0.012	0.0020833333	0.0833333333	0.04	1	1.62
Article_6445	0.2966666667	0.002195424	0.0003703704	0.0333333333	0.0078408	1	9.66
Article_6446	4.9222222222	0.0517333333	0.0078703704	0.0277777778	0.0533333333	1	6.75
Article_6447	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	46.42
Article_6448	0.685	0.018	0.0025	0.025	0.024	1	1
Article_6449	0.0283333333	0.00011977	1.77083E-05	0.0016666667	0.000406	1	0.66
Article_6450	0.072	0.003081	0.0006666667	0.01	0.00474	1	0.71
Article_6451	0.1419444444	0.0018666667	0.0009259259	0.0277777778	0.0066666667	1	1.32
Article_6452	0.0283333333	0.00011977	1.77083E-05	0.0016666667	0.000406	1	0.66
Article_6453	12.3994444444	0.196	0.0581196581	0.0555555556	0.1333333333	1	5442.92
Article_6454	1.64	0.036	0.005	0.05	0.048	1	1
Article_6455	0.002375	5.9313E-06	8.638E-07	0.000125	1.625E-05	1	0.0033
Article_6456	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	134.09
Article_6457	0.0283333333	0.00011977	1.77083E-05	0.0016666667	0.000406	1	0.66
Article_6458	1.64	0.036	0.005	0.05	0.048	1	1
Article_6459	0.1419444444	0.0018666667	0.0009259259	0.0277777778	0.0066666667	1	1.32
Article_6460	0.5384	0.009552	0.0013333333	0.01	0.0096	1	96.74
Article_6461	38.5555555556	0.294	0.0419753086	0.1111111111	0.2	1	1
Article_6462	12.3284444444	0.196	0.0581196581	0.0555555556	0.1333333333	1	5143
Article_6463	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	134.09
Article_6464	0.0283333333	0.00011977	1.77083E-05	0.0016666667	0.000406	1	0.66
Article_6465	0.0942857143	0.0010005	0.0002130326	0.0035714286	0.0014292857	1	1
Article_6466	37	0.2646	0.0377777778	0.1	0.18	1	1
Article_6467	8.2527272727	0.0436363636	0.0064393939	0.0227272727	0.0436363636	1	13.66
Article_6468	0.00202	7.85E-07	1.2319E-06	0.0001	5.992E-06	1	0.49
Article_6469	12.3344444444	0.196	0.0581196581	0.0555555556	0.1333333333	1	5276.32
Article_6470	5.4875	0.0582	0.0088541667	0.03125	0.06	1	9.4
Article_6471	11.8003684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6315
Article_6472	8.5	0.040164096	0.0056666667	0.04	0.041664	1	19.52
Article_6473	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	134.09
Article_6474	1.855	0.0168	0.0027777778	0.25	0.06	1	1
Article_6475	2.4305555556	0.0139491389	0.0019675926	0.0138888889	0.0143805556	1	4.89
Article_6476	11.8473684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6315
Article_6477	1.458	0.036	0.005	0.05	0.048	1	1
Article_6478	21.23	0.0502169	0.0070833333	0.05	0.05177	1	16.98
Article_6479	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	134.09
Article_6480	9.1	0.05475	0.0108974359	0.0625	0.075	1	18.19
Article_6481	2.8466666667	0.06	0.0083333333	0.0833333333	0.08	1	1
Article_6482	12.3994444444	0.196	0.0581196581	0.0555555556	0.1333333333	1	5442.92
Article_6483	3.0166666667	0.06	0.0083333333	0.0833333333	0.08	1	1
Article_6484	3.5722222222	0.066	0.0096866097	0.0555555556	0.0666666667	1	134.09
Article_6485	21.23	0.0502169	0.0070833333	0.05	0.05177	1	16.98
Article_6486	21.23	0.0502169	0.0070833333	0.05	0.05177	1	16.98
Article_6487	1.26	0.02856	0.0085	0.04	0.0408	1	1513
Article_6488	0.00065	7.04E-06	3.9535E-06	0.0005	7.04E-05	1	0.05
Article_6489	4.366	0.064	0.0094444444	0.0333333333	0.064	1	45.64
Article_6490	0.0378095238	0.0005714286	0.0001488095	0.0238095238	0.0028571429	1	0.18
Article_6491	21.23	0.0502169	0.0070833333	0.05	0.05177	1	16.98
Article_6492	1.26	0.02856	0.0085	0.04	0.0408	1	1513
Article_6493	2.8	0.0594	0.0087179487	0.05	0.06	1	7.49
Article_6494	0.211	0.000598752	0.0001010101	0.0090909091	0.0021384	1	1.83
Article_6495	1.26	0.02856	0.0085	0.04	0.0408	1	2269
Article_6496	12.6473684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7228
Article_6497	1.26	0.02856	0.0085	0.04	0.0408	1	2318
Article_6498	4.7916666667	0.0418474167	0.0059027778	0.0416666667	0.0431416667	1	15.29
Article_6499	0.0555857143	0.0004571429	7.35931E-05	0.0047619048	0.0014285714	1	0.24
Article_6500	12.6433684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7228
Article_6501	1.6382	0.02856	0.0085	0.04	0.0408	1	1762
Article_6502	12.3473684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	20294
Article_6503	0.1136	0.00096	0.0002	0.02	0.0048	1	3.66
Article_6504	1.9928070175	0.0031157895	0.0009176788	0.0035087719	0.0042105263	1	1
Article_6505	0.3958333333	0.00132	0.0002127127	0.0416666667	0.00825	1	8.86
Article_6506	2.016	0.036	0.005	0.05	0.048	1	27.51
Article_6507	1.1625	0.01785	0.0053125	0.025	0.0255	1	1224
Article_6508	0.1136	0.00096	0.0002	0.02	0.0048	1	4.77
Article_6509	2.016	0.036	0.005	0.05	0.048	1	27.51
Article_6510	9.0041666667	0.05649375	0.0101190476	0.0104166667	0.043125	1	18.12
Article_6511	0.3958333333	0.00132	0.0002127127	0.0416666667	0.00825	1	8.86
Article_6512	1.272	0.02856	0.0085	0.04	0.0408	1	1762
Article_6513	12.3433684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	20579.02
Article_6514	0.0378095238	0.0005714286	0.0001488095	0.0238095238	0.0028571429	1	0.24
Article_6515	1.272	0.02856	0.0085	0.04	0.0408	1	1762
Article_6516	0.1136	0.00096	0.0002	0.02	0.0048	1	3.32
Article_6517	1.9928070175	0.0031157895	0.0009176788	0.0035087719	0.0042105263	1	1
Article_6518	2.016	0.036	0.005	0.05	0.048	1	27.51
Article_6519	6.123125	0.0423703125	0.0075892857	0.0078125	0.03234375	1	1
Article_6520	1.1625	0.01785	0.0053125	0.025	0.0255	1	1342
Article_6521	1.4977777778	0.0019733333	0.0005811966	0.0022222222	0.0026666667	1	1
Article_6522	0.8983728571	0.0102857143	0.0014285714	0.0142857143	0.0137142857	1	7.41
Article_6523	1.1625	0.01785	0.0053125	0.025	0.0255	1	1342
Article_6524	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.28
Article_6525	12.1673684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6762.98
Article_6526	9.0041666667	0.05649375	0.0101190476	0.0104166667	0.043125	1	18.12
Article_6527	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.28
Article_6528	1.1625	0.01785	0.0053125	0.025	0.0255	1	1224
Article_6529	19.924375	0.1096875	0.0157407407	0.0625	0.1125	1	1
Article_6530	6.123125	0.0423703125	0.0075892857	0.0078125	0.03234375	1	1
Article_6531	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.28
Article_6532	1.1625	0.01785	0.0053125	0.025	0.0255	1	1342
Article_6533	12.1673684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	6762.98
Article_6534	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.72
Article_6535	2.016	0.036	0.005	0.05	0.048	1	55.12
Article_6536	0.0088642857	0.0002357143	8.92857E-05	0.0017857143	0.0004285714	1	68.54
Article_6537	1.1625	0.01785	0.0053125	0.025	0.0255	1	1342
Article_6538	12.0963684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6596.38
Article_6539	0.37	0.00018496	0.0002259136	0.02	0.001088	1	1
Article_6540	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.72
Article_6541	0.124	0.0012122	0.0002924731	0.02	0.00638	1	129.6666666667
Article_6542	1.1625	0.01785	0.0053125	0.025	0.0255	1	1342
Article_6543	0.0267966667	0.00016	4.16667E-05	0.0066666667	0.0008	1	0.23
Article_6544	12.1473684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	6463
Article_6545	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.72
Article_6546	0.6	0.0064	0.0008888889	0.1	0.02	1	13.12
Article_6547	1.1625	0.01785	0.0053125	0.025	0.0255	1	1224
Article_6548	12.1023684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6596.38
Article_6549	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.28
Article_6550	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.72
Article_6551	1.1625	0.01785	0.0053125	0.025	0.0255	1	1224
Article_6552	12.1023684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	6596.38
Article_6553	1.4977777778	0.0019733333	0.0005811966	0.0022222222	0.0026666667	1	1
Article_6554	0.2763	0.00299376	0.0005050505	0.0454545455	0.010692	1	0.6
Article_6555	0.5825	0.01785	0.0053125	0.025	0.0255	1	983
Article_6556	0.0144012987	7.79221E-05	2.02922E-05	0.0032467532	0.0003896104	1	0.11
Article_6557	2.65	0.013172544	0.0033333333	0.2	0.0470448	1	1967.3333333333
Article_6558	0.1848370629	0.0016955507	0.0002401639	0.0017482517	0.0017847902	1	0.7
Article_6559	12.9533684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	22897.7
Article_6560	0.00607	2.4E-05	6.25E-06	0.001	0.00012	1	0.07
Article_6561	0.7688	0.01785	0.0053125	0.025	0.0255	1	926
Article_6562	0.4467142857	0.00192	0.0003571429	0.0285714286	0.0068571429	1	1
Article_6563	0.7688	0.01785	0.0053125	0.025	0.0255	1	926
Article_6564	1.6375	0.0121012375	0.0017708333	0.0125	0.0129425	1	290
Article_6565	0.056031746	0.0005714286	0.0001322751	0.0079365079	0.0019047619	1	0.48
Article_6566	1.1625	0.01785	0.0053125	0.025	0.0255	1	1342
Article_6567	0.449	0.0036	0.0008333333	0.05	0.012	1	739
Article_6568	9.3976666667	0.0533333333	0.0074074074	0.0555555556	0.0533333333	1	978.6666666667
Article_6569	1.0666666667	0.008	0.0011623932	0.0066666667	0.008	1	1.54
Article_6570	0.044	9E-05	5.03704E-05	0.0066666667	0.0006	1	11.2566666667
Article_6571	11.0415555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1660.0266666667
Article_6572	0.8575	0.00205821	0.0003472222	0.03125	0.00735075	1	3.28
Article_6573	12.7873684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	22613
Article_6574	0.044	9E-05	5.03704E-05	0.0066666667	0.0006	1	11.2566666667
Article_6575	12.8473684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	22613
Article_6576	1.05425	0.0083	0.0014529915	0.0083333333	0.01	1	6.57
Article_6577	0.0304777778	0.0001463616	2.46914E-05	0.0022222222	0.00052272	1	0.18
Article_6578	0.0842	0.0006586272	0.0001111111	0.01	0.00235224	1	0.37
Article_6579	0.5825	0.01785	0.0053125	0.025	0.0255	1	983
Article_6580	0.1665833333	0.0013333333	0.0002861953	0.0138888889	0.0041666667	1	2
Article_6581	12.8883684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	22731.1
Article_6582	0.0140846154	5.06636E-05	8.547E-06	0.0007692308	0.0001809415	1	0.13
Article_6583	0.7925	0.01785	0.0053125	0.025	0.0255	1	983
Article_6584	3.225	0.02510845	0.0035416667	0.025	0.025885	1	14.25
Article_6585	2.65	0.013172544	0.0033333333	0.2	0.0470448	1	1504
Article_6586	0.4336666667	0.0008	0.0004166667	0.0333333333	0.004	1	4.32
Article_6587	12.8523684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	22897.7
Article_6588	12.7143684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7528.36
Article_6589	0.0636	0.00096	0.0002	0.02	0.0048	1	2.21
Article_6590	2.5866666667	0.02	0.0029059829	0.0166666667	0.02	1	18.01
Article_6591	11.0415555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1660.0266666667
Article_6592	12.7143684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7528.36
Article_6593	2.5866666667	0.02	0.0029059829	0.0166666667	0.02	1	18.01
Article_6594	0.0636	0.00096	0.0002	0.02	0.0048	1	3.38
Article_6595	10.3625555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1374.6233333333
Article_6596	12.7143684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7528.36
Article_6597	2.5866666667	0.02	0.0029059829	0.0166666667	0.02	1	18.01
Article_6598	0.0636	0.00096	0.0002	0.02	0.0048	1	2.86
Article_6599	10.5225555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1364.07
Article_6600	0.63	0.01181415	0.0065384615	0.05	0.028815	1	18.01
Article_6601	4.285	0.064	0.0094444444	0.0333333333	0.064	1	49.84
Article_6602	12.8473684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	22613
Article_6603	0.1136	0.00096	0.0002	0.02	0.0048	1	4.46
Article_6604	11.0255555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1660.0266666667
Article_6605	12.6433684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7228
Article_6606	1.2666666667	0.008	0.0011623932	0.0066666667	0.008	1	1.97
Article_6607	12.6493684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7361.76
Article_6608	0.056031746	0.0005714286	0.0001322751	0.0079365079	0.0019047619	1	0.48
Article_6609	2.98	0.024	0.0034871795	0.02	0.024	1	6.69
Article_6610	10.3625555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1252.0866666667
Article_6611	0.0101	4.0062E-06	8.727E-07	0.0007692308	2.58462E-05	1	0.02
Article_6612	12.6493684211	0.1856842105	0.0550607287	0.0526315789	0.1263157895	1	7361.76
Article_6613	1.045	0.0036	0.0008333333	0.05	0.012	1	183.6666666667
Article_6614	0.63	0.01181415	0.0065384615	0.05	0.028815	1	6.69
Article_6615	10.5225555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1364.07
Article_6616	12.6493684211	0.1856842105	0.0275303644	0.0526315789	0.1263157895	1	7361.76
Article_6617	1.8044642857	0.0026071429	0.0015567766	0.0029761905	0.0035714286	1	1.84
Article_6618	1.6927272727	0.0109090909	0.0015850816	0.0090909091	0.0109090909	1	6.69
Article_6619	11.0255555556	0.0533333333	0.0078703704	0.0277777778	0.0533333333	1	1660.0266666667
Article_6620	15.8654545455	0.0872727273	0.0128787879	0.0454545455	0.0872727273	1	77.36
Article_6621	6.5525	0.0605061875	0.0088541667	0.0625	0.0647125	1	580.4
Article_6622	3.57	0.096071912	0.0156321839	1	0.209764	1	400.6666666667
Article_6623	32.7	0.3712	0.0708333333	0.0833333333	0.16	1	10249
Article_6624	0.465	0.0036	0.0008333333	0.05	0.012	1	205.6666666667
Article_6625	16.1954545455	0.0872727273	0.0128787879	0.0454545455	0.0872727273	1	79.92
Article_6626	16.1954545455	0.0872727273	0.0128787879	0.0454545455	0.0872727273	1	79.92
Article_6627	0.5116666667	0.006	0.0008333333	0.0083333333	0.008	1	3155
Article_6628	1.679	0.048228544	0.0076576577	1	0.132496	1	218.6666666667
Article_6629	16.0911111111	0.1066666667	0.0157407407	0.0555555556	0.1066666667	1	44.43
Article_6630	2.9519047619	0.04893	0.008994709	0.005952381	0.021	1	226.3333333333
Article_6631	6.5525	0.0605061875	0.0088541667	0.0625	0.0647125	1	580.4
Article_6632	16.0911111111	0.1066666667	0.0157407407	0.0555555556	0.1066666667	1	44.43
Article_6633	12.6028571429	0.0848571429	0.0124542125	0.0714285714	0.0857142857	1	72.12
Article_6634	2.8919047619	0.04893	0.008994709	0.005952381	0.021	1	226.3333333333
Article_6635	0.094	0.0012	0.0002777778	0.0166666667	0.004	1	571
Article_6636	12.6028571429	0.0848571429	0.0124542125	0.0714285714	0.0857142857	1	72.12
Article_6637	0.094	0.0012	0.0002777778	0.0166666667	0.004	1	571
Article_6638	16.0054545455	0.0872727273	0.0128787879	0.0454545455	0.0872727273	1	88.53
Article_6639	0.0046	1.6038E-05	3.7778E-06	0.001	7.29E-05	1	0.07
Article_6640	0.094	0.0012	0.0002777778	0.0166666667	0.004	1	571
Article_6641	16.0054545455	0.0872727273	0.0128787879	0.0454545455	0.0872727273	1	88.53
Article_6642	2.5923076923	0.0456923077	0.0067061144	0.0384615385	0.0461538462	1	33.21
Article_6643	32.7	0.3712	0.0708333333	0.0833333333	0.16	1	3416.3333333333
Article_6644	0.1013333333	0.0002666667	0.0001162393	0.0002222222	0.0002666667	1	1
Article_6645	0.276	0.002688	0.0005	0.04	0.0096	1	1
Article_6646	2.8090909091	0.054	0.0079254079	0.0454545455	0.0545454545	1	27.92
Article_6647	0.5035	0.0048	0.0007727273	0.05	0.015	1	1.33
Article_6648	2.6916666667	0.0495	0.0072649573	0.0416666667	0.05	1	27.92
Article_6649	0.032	1.242E-05	1.68109E-05	0.002	8.28E-05	1	0.15
