#tariff_name;tariff_costs;up_to_kg;up_to_m3;up_to_LDM;up_to_LU;up_to_m2;up_to_AU;up_to_price;
FTL||Supplier_339||Hub_82||FTL_HU-ES_2000;1.975,4800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_339||Hub_83||FTL_HU-DE_W_1500;1.376,3200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_339||Hub_84||FTL_HU-IT_1000;916,2200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_339||Hub_85||FTL_HU-DE_W_1000;843,8700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_340||Hub_81||FTL_PL-GB_2000;1.841,5400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_340||Hub_82||FTL_PL-ES_2500;2.245,6900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_340||Hub_83||FTL_PL-DE_W_1500;1.134,4600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_340||Hub_84||FTL_PL-IT_1500;1.440,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_340||Hub_85||FTL_PL-DE_W_1000;870,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_341||Hub_81||FTL_RO-GB_2500;2.202,1800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_341||Hub_82||FTL_RO-ES_2000;1.877,9400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_341||Hub_83||FTL_RO-DE_W_1500;1.476,9600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_341||Hub_84||FTL_RO-IT_1000;865,3100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_341||Hub_85||FTL_RO-DE_W_1000;957,4900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_342||Hub_81||FTL_PL-GB_2000;1.858,5500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_342||Hub_82||FTL_PL-ES_2500;2.265,9800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_342||Hub_83||FTL_PL-DE_W_1500;1.153,3900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_342||Hub_84||FTL_PL-IT_1500;1.461,1300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_342||Hub_85||FTL_PL-DE_W_1000;890,7600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_343||Hub_81||FTL_PL-GB_2000;1.869,6200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_343||Hub_82||FTL_PL-ES_2500;2.250,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_343||Hub_83||FTL_PL-DE_W_1500;1.158,1800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_343||Hub_84||FTL_PL-IT_1500;1.436,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_343||Hub_85||FTL_PL-DE_W_1000;879,1500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_344||Hub_81||FTL_SK-GB_2000;2.150,4500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_344||Hub_82||FTL_SK-ES_2500;2.269,3300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_344||Hub_83||FTL_SK-DE_W_1500;1.433,4200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_344||Hub_84||FTL_SK-IT_1500;1.250,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_344||Hub_85||FTL_SK-DE_W_1000;950,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_345||Hub_81||FTL_RO-GB_2500;2.213,7200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_345||Hub_82||FTL_RO-ES_2000;1.934,3800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_345||Hub_83||FTL_RO-DE_W_1500;1.483,8100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_345||Hub_84||FTL_RO-IT_1000;916,4300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_345||Hub_85||FTL_RO-DE_W_1000;972,0700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_346||Hub_81||FTL_SK-GB_2500;2.176,7500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_346||Hub_82||FTL_SK-ES_2500;2.248,4400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_346||Hub_83||FTL_SK-DE_W_1500;1.459,9500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_346||Hub_84||FTL_SK-IT_1500;1.221,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_346||Hub_85||FTL_SK-DE_W_1000;959,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_347||Hub_81||FTL_RO-GB_2500;2.208,4400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_347||Hub_82||FTL_RO-ES_2000;1.942,6800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_347||Hub_83||FTL_RO-DE_W_1500;1.477,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_347||Hub_84||FTL_RO-IT_1000;923,7200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_347||Hub_85||FTL_RO-DE_W_1000;967,8900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_348||Hub_81||FTL_HU-GB_2500;2.226,4400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_348||Hub_82||FTL_HU-ES_2500;2.135,8000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_348||Hub_83||FTL_HU-DE_W_1500;1.522,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_348||Hub_84||FTL_HU-IT_1500;1.066,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_348||Hub_85||FTL_HU-DE_W_1000;1.008,6900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_349||Hub_81||FTL_SK-GB_2500;2.210,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_349||Hub_82||FTL_SK-ES_2500;2.324,2500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_349||Hub_83||FTL_SK-DE_W_1500;1.498,1400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_349||Hub_84||FTL_SK-IT_1500;1.303,1800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_349||Hub_85||FTL_SK-DE_W_1000;1.016,7800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_350||Hub_81||FTL_PL-GB_2000;1.976,0400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_350||Hub_82||FTL_PL-ES_2500;2.370,4400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_350||Hub_83||FTL_PL-DE_W_1500;1.274,1400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_350||Hub_84||FTL_PL-IT_1500;1.555,3300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_350||Hub_85||FTL_PL-DE_W_1000;1.000,6100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_351||Hub_81||FTL_PL-GB_2500;2.080,8500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_351||Hub_82||FTL_PL-ES_2500;2.274,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_351||Hub_83||FTL_PL-DE_W_1500;1.344,5300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_351||Hub_84||FTL_PL-IT_1500;1.401,1600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_351||Hub_85||FTL_PL-DE_W_1000;967,8100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_352||Hub_81||FTL_RO-GB_2500;2.341,3800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_352||Hub_82||FTL_RO-ES_2500;2.068,6900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_352||Hub_83||FTL_RO-DE_W_2000;1.612,0100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_352||Hub_84||FTL_RO-IT_1500;1.045,2800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_352||Hub_85||FTL_RO-DE_W_1500;1.108,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_353||Hub_81||FTL_RO-GB_2500;2.474,9400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_353||Hub_82||FTL_RO-ES_2500;2.184,9600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_353||Hub_83||FTL_RO-DE_W_2000;1.748,6100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_353||Hub_84||FTL_RO-IT_1500;1.159,1100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_353||Hub_85||FTL_RO-DE_W_1500;1.247,6200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_354||Hub_81||FTL_RO-GB_2500;2.489,7900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_354||Hub_82||FTL_RO-ES_2500;2.191,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_354||Hub_83||FTL_RO-DE_W_2000;1.764,1500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_354||Hub_84||FTL_RO-IT_1500;1.166,3000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_354||Hub_85||FTL_RO-DE_W_1500;1.262,1000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_355||Hub_81||FTL_BG-GB_3000;2.774,8900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_355||Hub_82||FTL_BG-ES_2500;2.269,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_355||Hub_83||FTL_BG-DE_W_2000;2.065,1200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_355||Hub_84||FTL_BG-IT_1500;1.296,5500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_355||Hub_85||FTL_BG-DE_W_1500;1.549,2700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_356||Hub_81||FTL_RO-GB_3000;2.601,3800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_356||Hub_82||FTL_RO-ES_2500;2.314,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_356||Hub_83||FTL_RO-DE_W_2000;1.877,5300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_356||Hub_84||FTL_RO-IT_1500;1.283,7700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_356||Hub_85||FTL_RO-DE_W_1500;1.382,6400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_357||Hub_81||FTL_MD-GB_3000;2.652,9100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_357||Hub_82||FTL_MD-ES_3000;2.585,6300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_357||Hub_83||FTL_MD-DE_W_2000;1.922,5000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_357||Hub_84||FTL_MD-IT_2000;1.500,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_357||Hub_85||FTL_MD-DE_W_1500;1.477,1900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_358||Hub_81||FTL_TR-GB_6000;3.391,4300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_358||Hub_82||FTL_TR-ES_3000;2.836,6800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_358||Hub_83||FTL_TR-DE_W_2500;2.629,7900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_358||Hub_84||FTL_TR-IT_2000;1.848,1000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_358||Hub_85||FTL_TR-DE_W_2000;2.102,6000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_359||Hub_81||FTL_CZ-GB_1500;1.332,4200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_359||Hub_82||FTL_CZ-ES_1500;1.593,6500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_359||Hub_83||FTL_CZ-DE_W_500;593,7200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_359||Hub_84||FTL_CZ-IT_1000;852,8100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_359||Hub_85||FTL_CZ-DE_W_250;185,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_360||Hub_81||FTL_CZ-GB_2000;1.689,2900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_360||Hub_82||FTL_CZ-ES_2000;1.802,4600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_360||Hub_83||FTL_CZ-DE_W_1000;929,8300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_360||Hub_84||FTL_CZ-IT_1000;904,3900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_360||Hub_85||FTL_CZ-DE_W_500;475,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_361||Hub_81||FTL_DE_W-GB_1000;953,7600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_361||Hub_82||FTL_DE_W-ES_1500;1.648,5100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_361||Hub_83||FTL_DE_W-DE_W_100;147,0300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_361||Hub_84||FTL_DE_W-IT_1000;1.276,7800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_361||Hub_85||FTL_DE_W-DE_W_500;684,9400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_362||Hub_81||FTL_DE_W-GB_1500;1.487,1400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_362||Hub_82||FTL_DE_W-ES_1500;1.536,9800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_362||Hub_83||FTL_DE_W-DE_W_1000;727,1300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_362||Hub_84||FTL_DE_W-IT_500;721,7900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_362||Hub_85||FTL_DE_W-DE_W_250;238,6300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_363||Hub_81||FTL_PL-GB_2000;1.784,8000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_363||Hub_82||FTL_PL-ES_2000;1.997,8900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_363||Hub_83||FTL_PL-DE_W_1000;1.039,2700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_363||Hub_84||FTL_PL-IT_1500;1.138,1600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_363||Hub_85||FTL_PL-DE_W_1000;661,0800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_364||Hub_81||FTL_CZ-GB_1500;1.435,3700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_364||Hub_82||FTL_CZ-ES_2000;1.723,0300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_364||Hub_83||FTL_CZ-DE_W_1000;667,7100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_364||Hub_84||FTL_CZ-IT_1000;940,5900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_364||Hub_85||FTL_CZ-DE_W_250;308,4000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_365||Hub_81||FTL_DE_W-GB_1500;1.426,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_365||Hub_82||FTL_DE_W-ES_1500;1.592,3800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_365||Hub_83||FTL_DE_W-DE_W_500;685,0100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_365||Hub_84||FTL_DE_W-IT_1000;800,7800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_365||Hub_85||FTL_DE_W-DE_W_100;180,2600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_366||Hub_81||FTL_CZ-GB_1500;1.329,6500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_366||Hub_82||FTL_CZ-ES_1500;1.611,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_366||Hub_83||FTL_CZ-DE_W_500;589,1200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_366||Hub_84||FTL_CZ-IT_1000;875,4200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_366||Hub_85||FTL_CZ-DE_W_250;206,9700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_367||Hub_81||FTL_HU-GB_2000;1.882,4800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_367||Hub_82||FTL_HU-ES_2000;1.757,6000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_367||Hub_83||FTL_HU-DE_W_1000;1.159,6700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_367||Hub_84||FTL_HU-IT_1000;721,3800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_367||Hub_85||FTL_HU-DE_W_500;623,7200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_368||Hub_81||FTL_CZ-GB_1500;1.446,7100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_368||Hub_82||FTL_CZ-ES_2000;1.674,1000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_368||Hub_83||FTL_CZ-DE_W_1000;680,0400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_368||Hub_84||FTL_CZ-IT_1000;872,1200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_368||Hub_85||FTL_CZ-DE_W_250;259,6300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_369||Hub_81||FTL_DE_W-GB_1500;1.222,2400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_369||Hub_82||FTL_DE_W-ES_2000;2.004,9100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_369||Hub_83||FTL_DE_W-DE_W_500;485,8400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_369||Hub_84||FTL_DE_W-IT_1500;1.440,6300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_369||Hub_85||FTL_DE_W-DE_W_500;668,5000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_370||Hub_81||FTL_DE_W-GB_1500;1.262,0700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_370||Hub_82||FTL_DE_W-ES_1500;1.420,0200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_370||Hub_83||FTL_DE_W-DE_W_500;582,6500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_370||Hub_84||FTL_DE_W-IT_1000;810,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_370||Hub_85||FTL_DE_W-DE_W_500;410,4400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_371||Hub_81||FTL_UA-GB_2500;2.075,6700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_371||Hub_82||FTL_UA-ES_2500;2.366,6400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_371||Hub_83||FTL_UA-DE_W_1500;1.386,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_371||Hub_84||FTL_UA-IT_1500;1.389,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_371||Hub_85||FTL_UA-DE_W_1500;1.077,5900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_372||Hub_81||FTL_GB-GB_100;178,2600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_372||Hub_82||FTL_GB-ES_2000;1.875,2200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_372||Hub_83||FTL_GB-DE_W_1000;984,1800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_372||Hub_84||FTL_GB-IT_2000;1.954,1400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_372||Hub_85||FTL_GB-DE_W_1500;1.534,8900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_373||Hub_81||FTL_DE_W-GB_1000;1.000,1300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_373||Hub_82||FTL_DE_W-ES_1500;1.389,7600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_373||Hub_83||FTL_DE_W-DE_W_500;421,0300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_373||Hub_84||FTL_DE_W-IT_1000;1.066,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_373||Hub_85||FTL_DE_W-DE_W_500;673,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_374||Hub_81||FTL_DE_W-GB_1500;1.222,5000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
