#tariff_name	tariff_costs	up_to_kg	up_to_m3	up_to_LDM	up_to_LU	up_to_m2	up_to_AU	up_to_price
FTL||Supplier_265||Hub_83||FTL_CZ-DE_W_1000	645.99	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_265||Hub_84||FTL_CZ-IT_1000	864.04	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_265||Hub_85||FTL_CZ-DE_W_250	231.16	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_266||Hub_81||FTL_CZ-GB_1500	1380.36	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_266||Hub_82||FTL_CZ-ES_2000	1725.4	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_266||Hub_83||FTL_CZ-DE_W_1000	612.36	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_266||Hub_84||FTL_CZ-IT_1000	979.23	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_266||Hub_85||FTL_CZ-DE_W_250	320.28	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_267||Hub_81||FTL_DE_W-GB_1500	1486.81	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_267||Hub_82||FTL_DE_W-ES_2000	2068.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_267||Hub_83||FTL_DE_W-DE_W_1000	688.34	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_267||Hub_84||FTL_DE_W-IT_1000	1329.98	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_267||Hub_85||FTL_DE_W-DE_W_500	550.15	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_268||Hub_81||FTL_DE_W-GB_1500	1524.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_268||Hub_82||FTL_DE_W-ES_2000	2005.45	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_268||Hub_83||FTL_DE_W-DE_W_1000	710.76	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_268||Hub_84||FTL_DE_W-IT_1000	1220.65	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_268||Hub_85||FTL_DE_W-DE_W_500	455.97	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_269||Hub_81||FTL_CZ-GB_1500	1413.59	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_269||Hub_82||FTL_CZ-ES_2000	1750.95	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_269||Hub_83||FTL_CZ-DE_W_1000	647.12	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_269||Hub_84||FTL_CZ-IT_1000	989.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_269||Hub_85||FTL_CZ-DE_W_500	341.6	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_270||Hub_81||FTL_CZ-GB_1500	1413.59	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_270||Hub_82||FTL_CZ-ES_2000	1750.95	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_270||Hub_83||FTL_CZ-DE_W_1000	647.12	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_270||Hub_84||FTL_CZ-IT_1000	989.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_270||Hub_85||FTL_CZ-DE_W_500	341.6	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_271||Hub_81||FTL_CZ-GB_1500	1476.46	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_271||Hub_82||FTL_CZ-ES_2000	1649.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_271||Hub_83||FTL_CZ-DE_W_1000	713.17	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_271||Hub_84||FTL_CZ-IT_1000	822.92	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_271||Hub_85||FTL_CZ-DE_W_250	249.4	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_272||Hub_81||FTL_BK-GB_2000	1780.72	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_272||Hub_82||FTL_BK-ES_1500	1394.24	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_272||Hub_83||FTL_BK-DE_W_1000	1086.38	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_272||Hub_84||FTL_BK-IT_500	371.87	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_272||Hub_85||FTL_BK-DE_W_500	579.29	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_273||Hub_81||FTL_CZ-GB_1500	1417.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_273||Hub_82||FTL_CZ-ES_2000	1791.01	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_273||Hub_83||FTL_CZ-DE_W_1000	654.99	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_273||Hub_84||FTL_CZ-IT_1000	1038	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_273||Hub_85||FTL_CZ-DE_W_500	386.63	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_274||Hub_81||FTL_CZ-GB_1500	1428.33	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_274||Hub_82||FTL_CZ-ES_2000	1789.67	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_274||Hub_83||FTL_CZ-DE_W_1000	665.1	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_274||Hub_84||FTL_CZ-IT_1000	1029.57	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_274||Hub_85||FTL_CZ-DE_W_500	382.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_275||Hub_81||FTL_CZ-GB_1500	1445.13	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_275||Hub_82||FTL_CZ-ES_2000	1796.43	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_275||Hub_83||FTL_CZ-DE_W_1000	682.09	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_275||Hub_84||FTL_CZ-IT_1000	1027.78	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_275||Hub_85||FTL_CZ-DE_W_500	387.94	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_276||Hub_81||FTL_CZ-GB_1500	1447.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_276||Hub_82||FTL_CZ-ES_2000	1797.32	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_276||Hub_83||FTL_CZ-DE_W_1000	684.04	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_276||Hub_84||FTL_CZ-IT_1000	1027.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_276||Hub_85||FTL_CZ-DE_W_500	388.69	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_277||Hub_81||FTL_DE_W-GB_1500	1587.86	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_277||Hub_82||FTL_DE_W-ES_2000	2058.31	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_277||Hub_83||FTL_DE_W-DE_W_1000	779.41	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_277||Hub_84||FTL_DE_W-IT_1000	1248.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_277||Hub_85||FTL_DE_W-DE_W_500	501.61	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_278||Hub_81||FTL_CZ-GB_1500	1478.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_278||Hub_82||FTL_CZ-ES_2000	1764.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_278||Hub_83||FTL_CZ-DE_W_1000	712.78	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_278||Hub_84||FTL_CZ-IT_1000	966.43	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_278||Hub_85||FTL_CZ-DE_W_500	353	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_279||Hub_81||FTL_AT-GB_2000	1826.25	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_279||Hub_82||FTL_AT-ES_1500	1790.63	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_279||Hub_83||FTL_AT-DE_W_1000	1045.46	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_279||Hub_84||FTL_AT-IT_1000	697.75	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_279||Hub_85||FTL_AT-DE_W_500	438.64	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_280||Hub_81||FTL_DE_W-GB_1500	1607.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_280||Hub_82||FTL_DE_W-ES_2000	2057.86	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_280||Hub_83||FTL_DE_W-DE_W_1000	798.12	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_280||Hub_84||FTL_DE_W-IT_1000	1235.43	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_280||Hub_85||FTL_DE_W-DE_W_500	497.93	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_281||Hub_81||FTL_CZ-GB_1500	1488.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_281||Hub_82||FTL_CZ-ES_2000	1801.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_281||Hub_83||FTL_CZ-DE_W_1000	724.84	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_281||Hub_84||FTL_CZ-IT_1000	1007.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_281||Hub_85||FTL_CZ-DE_W_500	391.09	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_282||Hub_81||FTL_CZ-GB_1500	1485.65	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_282||Hub_82||FTL_CZ-ES_2000	1837.04	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_282||Hub_83||FTL_CZ-DE_W_1000	725.71	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_282||Hub_84||FTL_CZ-IT_1000	1055.71	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_282||Hub_85||FTL_CZ-DE_W_500	429.18	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_283||Hub_81||FTL_BK-GB_2000	1786.69	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_283||Hub_82||FTL_BK-ES_1500	1510.29	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_283||Hub_83||FTL_BK-DE_W_1000	1060.03	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_283||Hub_84||FTL_BK-IT_500	499.34	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_283||Hub_85||FTL_BK-DE_W_500	527.02	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_284||Hub_81||FTL_CZ-GB_1500	1495.8	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_284||Hub_82||FTL_CZ-ES_2000	1825.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_284||Hub_83||FTL_CZ-DE_W_1000	734.2	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_284||Hub_84||FTL_CZ-IT_1000	1034.96	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_284||Hub_85||FTL_CZ-DE_W_500	416.94	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_285||Hub_81||FTL_CZ-GB_1500	1489.39	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_285||Hub_82||FTL_CZ-ES_2000	1843.04	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_285||Hub_83||FTL_CZ-DE_W_1000	730.03	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_285||Hub_84||FTL_CZ-IT_1000	1061.3	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_285||Hub_85||FTL_CZ-DE_W_500	435.5	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_286||Hub_81||FTL_BK-GB_2000	1788.49	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_286||Hub_82||FTL_BK-ES_1500	1511.19	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_286||Hub_83||FTL_BK-DE_W_1000	1061.88	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_286||Hub_84||FTL_BK-IT_500	499.93	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_286||Hub_85||FTL_BK-DE_W_500	528.88	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_287||Hub_81||FTL_CZ-GB_1500	1499.99	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_287||Hub_82||FTL_CZ-ES_2000	1830.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_287||Hub_83||FTL_CZ-DE_W_1000	738.76	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_287||Hub_84||FTL_CZ-IT_1000	1038.87	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_287||Hub_85||FTL_CZ-DE_W_500	422.15	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_288||Hub_81||FTL_AT-GB_2000	1921.22	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_288||Hub_82||FTL_AT-ES_1500	1786.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_288||Hub_83||FTL_AT-DE_W_1000	1158.12	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_288||Hub_84||FTL_AT-IT_500	686.81	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_288||Hub_85||FTL_AT-DE_W_500	558.08	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_289||Hub_81||FTL_PL-GB_1500	1439.62	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_289||Hub_82||FTL_PL-ES_2000	1933.88	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_289||Hub_83||FTL_PL-DE_W_1000	727.98	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_289||Hub_84||FTL_PL-IT_1500	1219.74	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_289||Hub_85||FTL_PL-DE_W_1000	569.69	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_290||Hub_81||FTL_PL-GB_1500	1439.81	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_290||Hub_82||FTL_PL-ES_2000	1934.08	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_290||Hub_83||FTL_PL-DE_W_1000	728.2	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_290||Hub_84||FTL_PL-IT_1500	1219.9	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_290||Hub_85||FTL_PL-DE_W_1000	569.87	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_291||Hub_81||FTL_SE-GB_2000	1801.41	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_291||Hub_82||FTL_SE-ES_3000	2960.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_291||Hub_83||FTL_SE-DE_W_1500	1354	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_291||Hub_84||FTL_SE-IT_2000	2346.26	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_291||Hub_85||FTL_SE-DE_W_1500	1526.31	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_292||Hub_81||FTL_CZ-GB_1500	1571.11	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_292||Hub_82||FTL_CZ-ES_2000	1859.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_292||Hub_83||FTL_CZ-DE_W_1000	810.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_292||Hub_84||FTL_CZ-IT_1000	1037.14	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_292||Hub_85||FTL_CZ-DE_W_500	459.74	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_293||Hub_81||FTL_PL-GB_1500	1523.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_293||Hub_82||FTL_PL-ES_2000	1834.2	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_293||Hub_83||FTL_PL-DE_W_1000	777.06	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_293||Hub_84||FTL_PL-IT_1000	1042.39	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_293||Hub_85||FTL_PL-DE_W_500	482.81	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_294||Hub_81||FTL_PL-GB_1500	1499.87	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_294||Hub_82||FTL_PL-ES_2000	1904.11	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_294||Hub_83||FTL_PL-DE_W_1000	768.55	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_294||Hub_84||FTL_PL-IT_1500	1146.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_294||Hub_85||FTL_PL-DE_W_500	555.71	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_295||Hub_81||FTL_CZ-GB_2000	1582.81	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_295||Hub_82||FTL_CZ-ES_2000	1887.19	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_295||Hub_83||FTL_CZ-DE_W_1000	824.62	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_295||Hub_84||FTL_CZ-IT_1000	1066.6	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_295||Hub_85||FTL_CZ-DE_W_500	487.54	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_296||Hub_81||FTL_AT-GB_2000	1933.44	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_296||Hub_82||FTL_AT-ES_2000	1939.07	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_296||Hub_83||FTL_AT-DE_W_1000	1145.16	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_296||Hub_84||FTL_AT-IT_1000	829.32	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_296||Hub_85||FTL_AT-DE_W_500	559.16	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_297||Hub_81||FTL_PL-GB_1500	1515.75	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_297||Hub_82||FTL_PL-ES_2000	1880.18	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_297||Hub_83||FTL_PL-DE_W_1000	777.28	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_297||Hub_84||FTL_PL-IT_1000	1106.57	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_297||Hub_85||FTL_PL-DE_W_500	529.29	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_298||Hub_81||FTL_CZ-GB_2000	1611.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_298||Hub_82||FTL_CZ-ES_2000	1853.52	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_298||Hub_83||FTL_CZ-DE_W_1000	850.54	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_298||Hub_84||FTL_CZ-IT_1000	1007.41	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_298||Hub_85||FTL_CZ-DE_W_500	465.98	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_299||Hub_81||FTL_PL-GB_2000	1539.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_299||Hub_82||FTL_PL-ES_2000	1857.59	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_299||Hub_83||FTL_PL-DE_W_1000	794.72	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_299||Hub_84||FTL_PL-IT_1000	1064.6	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_299||Hub_85||FTL_PL-DE_W_500	507.52	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_300||Hub_81||FTL_PL-GB_2000	1544.38	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_300||Hub_82||FTL_PL-ES_2000	1853.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_300||Hub_83||FTL_PL-DE_W_1000	798.77	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_300||Hub_84||FTL_PL-IT_1000	1056.77	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_300||Hub_85||FTL_PL-DE_W_500	504.21	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_301||Hub_81||FTL_PL-GB_1500	1506.25	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_301||Hub_82||FTL_PL-ES_2000	1981.93	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_301||Hub_83||FTL_PL-DE_W_1000	794.94	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_301||Hub_84||FTL_PL-IT_1500	1246.33	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_301||Hub_85||FTL_PL-DE_W_1000	608.88	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_302||Hub_81||FTL_AT-GB_2000	1943.07	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_302||Hub_82||FTL_AT-ES_2000	1994.45	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_302||Hub_83||FTL_AT-DE_W_1000	1149.8	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_302||Hub_84||FTL_AT-IT_1000	891.79	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_302||Hub_85||FTL_AT-DE_W_500	579.1	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_303||Hub_81||FTL_PL-GB_2000	1553.61	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_303||Hub_82||FTL_PL-ES_2000	1871.14	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_303||Hub_83||FTL_PL-DE_W_1000	809.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_303||Hub_84||FTL_PL-IT_1000	1074.93	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_303||Hub_85||FTL_PL-DE_W_500	522.43	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_304||Hub_81||FTL_PL-GB_2000	1555.03	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_304||Hub_82||FTL_PL-ES_2000	1871.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_304||Hub_83||FTL_PL-DE_W_1000	811.07	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_304||Hub_84||FTL_PL-IT_1000	1074.63	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_304||Hub_85||FTL_PL-DE_W_500	522.93	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_305||Hub_81||FTL_HU-GB_2000	1856	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_305||Hub_82||FTL_HU-ES_2000	1668.14	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_305||Hub_83||FTL_HU-DE_W_1000	1141.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_305||Hub_84||FTL_HU-IT_1000	631.75	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_305||Hub_85||FTL_HU-DE_W_500	589.42	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_306||Hub_81||FTL_CZ-GB_2000	1660.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_306||Hub_82||FTL_CZ-ES_2000	1871.23	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_306||Hub_83||FTL_CZ-DE_W_1000	900.32	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_306||Hub_84||FTL_CZ-IT_1000	1006.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_306||Hub_85||FTL_CZ-DE_W_500	499.99	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_307||Hub_81||FTL_CZ-GB_2000	1707.54	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_307||Hub_82||FTL_CZ-ES_2000	1816.89	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_307||Hub_83||FTL_CZ-DE_W_1000	948.49	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_307||Hub_84||FTL_CZ-IT_1000	915.1	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_307||Hub_85||FTL_CZ-DE_W_500	495.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_308||Hub_81||FTL_HU-GB_2000	1841.71	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_308||Hub_82||FTL_HU-ES_2000	1692.4	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_308||Hub_83||FTL_HU-DE_W_1000	1121.21	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_308||Hub_84||FTL_HU-IT_1000	660.76	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_308||Hub_85||FTL_HU-DE_W_500	573.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_309||Hub_81||FTL_CZ-GB_2000	1726.95	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_309||Hub_82||FTL_CZ-ES_2000	1813.81	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_309||Hub_83||FTL_CZ-DE_W_1000	969.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_309||Hub_84||FTL_CZ-IT_1000	903.17	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_309||Hub_85||FTL_CZ-DE_W_500	508.59	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_310||Hub_81||FTL_CZ-GB_2000	1730.24	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_310||Hub_82||FTL_CZ-ES_2000	1817.75	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_310||Hub_83||FTL_CZ-DE_W_1000	972.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_310||Hub_84||FTL_CZ-IT_1000	906.9	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_310||Hub_85||FTL_CZ-DE_W_500	512.8	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_311||Hub_81||FTL_HU-GB_2000	1876.27	24000	102	13.6	$inf	$inf	$inf	$inf
